respid,b1_1_TV_Buy_Disc_DVD_FS_All,b1_2_TV_Buy_Disc_Blu.ray_FS_All,b1_3_TV_Buy_Digtl_FS_All,b1_4_TV_Buy_Digtl_Ep_All,b1_5_TV_Rent_Disc_Store_FS_All,b1_6_TV_Rent_Disc_Mail_FS_All,b1_7_TV_Rent_Digtl_Sub_FS_All,b1_8_TV_Rent_Digtl_Sub_Ep_All,b1_9_TV_Free_Digtl_Ads_FS_All,b1_10_TV_Free_Digtl_Ads_Ep_All,b1_11_TV_Free_Digtl_cVOD_Ep_All,b1a_1_TV_Buy_Disc_DVD_FS_Fam,b1a_2_TV_Buy_Disc_Blu.ray_FS_Fam,b1a_3_TV_Buy_Digtl_FS_Fam,b1a_4_TV_Buy_Digtl_Ep_Fam,b1a_5_TV_Rent_Disc_Store_FS_Fam,b1a_6_TV_Rent_Disc_Mail_FS_Fam,b1a_7_TV_Rent_Digtl_Sub_FS_Fam,b1a_8_TV_Rent_Digtl_Sub_Ep_Fam,b1a_9_TV_Free_Digtl_Ads_FS_Fam,b2_1_TV_Buy_Disc_DVD_FS_Catalog,b2_2_TV_Buy_Disc_Blu.ray_FS_Catalog,b2_3_TV_Buy_Digtl_FS_Catalog,b2_4_TV_Buy_Digtl_Ep_Catalog,b2_5_TV_Rent_Disc_Store_FS_Catalog,b2_6_TV_Rent_Disc_Mail_FS_Catalog,b3_1_Mo_Rent_Theater_All,b3_2_Mo_Buy_Disc_DVD_All,b3_3_Mo_Buy_Disc_Blu.ray_All,b3_4_Mo_Buy_Digtl_All,b3_5_Mo_Rent_Disc_Store_All,b3_6_Mo_Rent_Disc_Kiosk_All,b3_7_Mo_Rent_Disc_Mail_All,b3_8_Mo_Rent_Digtl_Trans_All,b3_9_Mo_Rent_Digtl_Sub_All,b3_10_Mo_Free_Digtl_All,b3_11_Mo_Rent_Digtl_cVOD_All,b3a_2_Mo_Buy_Disc_DVD_Fam,b3a_3_Mo_Buy_Disc_Blu.ray_Fam,b3a_4_Mo_Buy_Digtl_Fam,b3a_5_Mo_Rent_Disc_Store_Fam,b3a_6_Mo_Rent_Disc_Kiosk_Fam,b3a_7_Mo_Rent_Disc_Mail_Fam,b3a_8_Mo_Rent_Digtl_Trans_Fam,b3a_9_Mo_Rent_Digtl_Sub_Fam,b3a_11_Mo_Rent_Digtl_cVOD_Fam,b4_2_Mo_Buy_Disc_DVD_Catalog,b4_3_Mo_Buy_Disc_Blu.ray_Catalog,b4_4_Mo_Buy_Digtl_Catalog,b4_5_Mo_Rent_Disc_Store_Catalog,b4_6_Mo_Rent_Disc_Kiosk_Catalog,b4_7_Mo_Rent_Disc_Mail_Catalog,b4_8_Mo_Rent_Digtl_Trans_Catalog,b4_11_Mo_Rent_Digtl_cVOD_Catalog,b5_1_Game_Buy_Disc,b5_2_Game_buy_Digtl,b5_3_Game_buy_Digtl,b5_4_Game_buy_Disc,b5_5_Game_Rent_Disc,b5_6_Game_Rent_Disc,b5_7_Game_Rent_Digtl,b6_1_netflix.watch.instantly,b6_2_netflix.by.mail,b6_3_amazon.prime,b6_4_hulu,b6_5_cbs.all.access,b6_6_sling.tv,b6_7_wwe.network,b6_8_hbo.now,b6_9_playstation.vue,b6_10_starz,b6_11_showtime,b6_12_noggin,b6_9_35_other_playstation.vue.amount,dm3_parentU18,dm7_income,dm9_employment,dm11_education,dm12_marital_status,dm5_parboy_U2,dm5_parboy_2to3,dm5_parboy_4to5,dm5_parboy_6to8,dm5_parboy_9to11,dm5_parboy_12to14,dm5_parboy_15to17,dm5_pargirl_U2,dm5_pargirl_2to3,dm5_pargirl_4to5,dm5_pargirl_6to8,dm5_pargirl_9to11,dm5_pargirl_12to14,dm5_pargirl_15to17,dm6_rel.in.house_parent,dm6_rel.in.house_children,dm6_rel.in.house_grandparent,dm6_rel.in.house_grandchildren,dm6_rel.in.house_partner,dm6_rel.in.house_other,dm6_rel.in.house_unrelated,s3_gender,s4_age,s5_zip.code,s6_state,s7_span.lang.dom,cqS5xEx_2,Service_Cable_Provider,Device_Smartphone_Brand,Service_Cable_CancelTime,Device_TV_Std,Device_TV_HD,Device_TV_3D,Device_TV_4K,Device_TV_SmartTV,Device_Player_DVD,Device_Player_Blu.ray,Device_Player_3D.Blu.ray,Device_DVR,Device_Stream_Apple.TV,Device_Stream_Roku.player,Device_Stream_Chromecast,Device_Stream_Amazon.Fire.Stick,Device_Stream_Other,Device_Computer_Desktop,Device_Computer_Laptop,Device_Smartphone,Device_Wearable,Device_Tablet_iPad,Device_Tablet_Other,Device_Game_Xbox.360,Device_Game_Xbox.One,Device_Game_PS3,Device_Game_PS4,Device_Game_Nintendo.Wii,Device_Game_Nintendo.Wii.U,Device_Game_Other.console,Device_Game_Handheld,Service_Cable_Basic,Service_Cable_Expanded,Service_Cable_Premium,Service_Broadband,Service_Disc_Mail.Sub,Service_Stream_Netflix,Service_Stream_Amazon.Prime,Service_Stream_Hulu,Service_Stream_CBS.All.Access,Service_Stream_WWE.Network,Service_Stream_Sling.TV,Device_Stream_Roku.stick,Device_Stream_Amazon.Fire.TV,Service_Stream_HBO.Now,Service_Stream_Starz.Play,Service_Stream_Playstation.Vue,Service_Stream_Showtime.Anytime,Service_Stream_Noggin,Device_Virtual.Reality,Device.Service_None,Digital.Locker_iTunes,Digital.Locker_UltraViolet,Digital.Locker_Amazon.Instant.Video,Digital.Locker_Vudu,Digital.Locker_Google.Play,Digital.Locker_Disney.Movies.Anywhere,Digital.Locker_CinemaNow,Digital.Locker_Flixster,Digital.Locker_Other,Digital.Locker_None,Typ.Dev.Watch.Discs_DVD.player,Typ.Dev.Watch.Discs_Blu.ray.player,Typ.Dev.Watch.Discs_Desktop.computer,Typ.Dev.Watch.Discs_Laptop.computer,Typ.Dev.Watch.Discs_Xbox.360,Typ.Dev.Watch.Discs_Xbox.One,Typ.Dev.Watch.Discs_PS3,Typ.Dev.Watch.Discs_PS4,Typ.Dev.Watch.Discs_Other.Gaming.Console,Typ.Dev.Watch.Discs_None,Typ.Dev.Watch.Digital_Smart.TV,Typ.Dev.Watch.Digital_Blu.ray.player,Typ.Dev.Watch.Digital_DVR,Typ.Dev.Watch.Digital_Stream_Apple.TV,Typ.Dev.Watch.Digital_Stream_Roku.player,Typ.Dev.Watch.Digital_Stream_Chromecast,Typ.Dev.Watch.Digital_Stream_Amazon.Fire.Stick,Typ.Dev.Watch.Digital_Stream_Other,Typ.Dev.Watch.Digital_Computer_Desktop,Typ.Dev.Watch.Digital_Computer_Laptop,Typ.Dev.Watch.Digital_Smartphone,Typ.Dev.Watch.Digital_Tablet_iPad,Typ.Dev.Watch.Digital_Tablet_Other,Typ.Dev.Watch.Digital_Game_Xbox.360,Typ.Dev.Watch.Digital_Game_Xbox.One,Typ.Dev.Watch.Digital_Game_PS3,Typ.Dev.Watch.Digital_Game_PS4,Typ.Dev.Watch.Digital_Game_Nintendo.Wii,Typ.Dev.Watch.Digital_Game_Nintendo.Wii.U,Typ.Dev.Watch.Digital_Game_Other.Console,Typ.Dev.Watch.Digital_Game_Handheld,Typ.Dev.Watch.Digital_Stream_Roku.Stick,Typ.Dev.Watch.Digital_Stream_Amazon.Fire.TV,Typ.Dev.Watch.Digital_None
68,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, ,17,20,23, , , , , , , , ,1,10,1,4,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,45,77386,44, ,0,3,4, ,1, , , , ,1,1, , , ,1, ,1, , ,1,1, ,1, ,1, , , ,1, , , ,1, , , , ,1,1,1,1, , , , , , , , , , , ,0,1,0,1,0,0,0,0,0,0,1,1, ,1,0, , , , ,0, ,0, , ,1, ,1, , ,0,0,0, ,0, , , ,0, , , , , ,0
71,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, , , , , , , , , , , , ,2,6,3,6,3, , , , , , , , , , , , , , ,0,0,0,0,1,0,0,1,57,91710,5,4,0,2, , , , , , , , , , , , , , , , ,1,1, , , ,1, , , , , , , , ,1,1, ,1, ,1, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1, , ,0,0, , , , , ,1, , , , , , , , ,0,0, , ,0, , , , , , , , , , ,1
73,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,4, , , , , , , , , , , , ,1,8,1,6,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,31,94109,5, ,0,3, , , ,1,1, , ,1, ,1, , , , , , ,1,1, , , , , ,1, ,1, , , , ,1, , , , ,1, , , , , , ,1, , , , , , , ,1,0,1,0,0,0,0,0,0,0,1,1,1,1, ,1, ,1, ,0, ,0, , , , , , ,1,1, , , , ,0, ,0, , , , , ,1,0
82,0,0,0,1,0,0,2,6,6,6,3,0,0,0,1,0,0,1,3,3,0,0,0,1,0,0,9,1,1,1,1,5,0,0,13,15,0,1,1,1,1,3,0,0,10,0,1,1,1,0,0,0,0,0,5,0,1,0,3,0,0,4,6,17, , , , , , , , , , ,1,6,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,32,32119,10,3,0,5,4, ,1,1, ,1,1, ,1, , , , , , , , ,1,1,1,1,1,1, , , , , , ,1, ,1, , ,1,1,1, , , , , , , , , , , , , ,1,0,1,0,1,0,0,0,0,0, ,1, ,1,1, , , , ,0,1,0, , , , , , , ,0,0,1,1,0, , , , , , ,0, , ,0
86,0,3,5,3,0,0,8,15,2,5,10,0,1,3,2,0,0,4,8,0,0,2,3,3,0,0,18,2,2,3,2,0,0,4,20,5,5,1,1,2,1,0,0,2,10,3,2,2,3,0,0,0,0,0,6,2,11,0,3,0,1,4, , ,51, , , , , , , , , ,1,6,1,6,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,29,78945,44, ,0,3,4, , ,1, , , ,1,1, , ,1, , , , ,1,1,1, ,1, , , , ,1, , , , ,1,1,1, , ,1, ,1, , , , , , , , , , , , ,1,0,0,0,1,0,0,0,0,0,1,1,0,0, , , ,1, ,0, ,0, ,1, , , , ,1,1,1,1, , , , ,0, , , , , , ,0
90,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , ,1,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,44,80005,6, ,0,1,4, ,1, , , , ,1, , , , , , , , ,1,1,1,1,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0, ,0,0, , , , , ,1, , , , , , , , ,0,0,0,0, , , , , ,0, , , , , ,1
93,4,5,5,6,5,4,5,5,8,7,8,2,2,1,1,2,3,3,3,2,2,1,1,2,2,2,3,5,4,4,2,4,5,2,5,4,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,5,6,5,5,5,5,6,3, ,50,20, , , , , , , , , ,1,7,1,6,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,36,90034,5, ,0,3,1, , ,1,1, , ,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1, ,1,1, ,1,1, ,1,1,1, , , ,1, , , , , , , , ,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1, ,0, ,0, ,1,1,1, ,1,1, ,0,0,1,1,1,1,0, ,1, ,1, ,1,1, ,0
96,2,4,4,2,2,2,2,2,2,2,10,1,2,4,2,2,2,2,2,2,2,2,2,1,1,1,2,4,4,10,2,2,2,2,4,4,2,3,2,6,2,1,1,2,3,2,2,4,3,1,1,1,2,2,4,4,2,2,2,2,2,2, , ,51, , , ,32, , , , , ,1,7,2,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,34,78283,44, ,0,3,1, ,1,1, , ,1,1, ,1,1, ,1, , , ,1,1,1, , ,1,1,1, ,1,1, , , ,1,1,1, , ,1, ,1, , , , , ,1, , , , , , ,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1, ,1, ,0,1,1,0, ,0, , , ,1,1,1, ,1,0,0, ,0,1, , , , , ,0
99,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , ,2,4,4,4,3, , , , , , , , , , , , , , ,0,0,0,0,1,0,0,2,52,89135,29, ,0,7,1, , ,1, , , ,1, , ,1, , , , , ,1, ,1, , ,1, , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,0, ,1, , , , , , ,0, , ,0, , , , , ,0, ,0, ,0, , , , , , , , , , ,1
104,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1, ,8, , ,23,53, , , , , , , , ,4,2,2,1, , , , , , , , , , , , , , ,1,0,0,0,0,0,0,1,18,6118,7, ,0, , ,2, , ,1, , ,1, ,1, , , , , , , , , ,1, , ,1, ,1, , , , , , , , , ,1, , , ,1, ,1, , , , , , , , , ,1,0,0,0,1,1,0,0,0,0,1,0, , ,0, ,0, , ,0, ,1, , , , , , , , , , , ,1, ,1, , , , , , , ,0
105,2,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,3,3,1,1,1,3,2,0,0,0,0,2,1,1,1,1,1,0,0,0,2,1,1,1,2,1,0,0,2,0,0,0,3,0,0,1, , , , , , , , , , , , ,2,3,4,4,3, , , , , , , , , , , , , , ,0,1,0,0,1,0,0,2,65,34950,10,3,0,4,4, , ,1, , , , , , , , , , , , , ,1,1, ,1, ,1,1,1, ,1,1, , , ,1, , , ,1, , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0, , , ,1,0,0,0, , ,0, , , , , , , , , ,0,0,0, ,1,1,1, ,1,1, , , , ,0
106,0,0,0,0,0,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9, , , , , , , , , , , ,1,7,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,49,60124,15, ,0, ,4,3,1,1, , ,1,1, , , , ,1, , , , ,1,1, , ,1,1, ,1, ,1, , , , , , ,1,1,1, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,0, , ,0,0, ,0, , ,1,0, , , ,1, , , , ,0,0, ,0,0, ,0, ,0, , , , , ,0
108,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,2,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,3,14, , , , ,29, , , , , , ,2,1,4,2,1, , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,31,10471,33,4,0,9,1, , ,1, , , , ,1, , , , , , , ,1,1,1, , , ,1, , ,1, , ,1, , ,1,1,1,1,1, , , ,1, , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0, , ,1,0,0, ,0, , , , , , ,0,0,0, , ,0, , ,1, , ,0, , , ,0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , ,2,4,1,2,2, , , , , , , , , , , , , , ,0,1,0,0,1,0,0,1,61,28713,34, ,0,3,1, , ,1, , , ,1, , , , , , , , ,1, ,1, , ,1,1, , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1, ,0, ,0, , , , ,0, , , , , , , , ,0, ,0, ,0,0, , , , , , , , , ,1
111,2,0,0,0,0,0,0,0,0,13,35,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,3,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0, , , , , , , , , , , , , ,2,4,3,3,2, , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,65,38111,43, ,0,1,1, ,1,1, , , ,1,1, ,1, , , , , ,1,1,1, , ,1, , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,0,0, , , , , ,0, ,0,1, , , , , ,0,0,0, ,0, , , , , , , , , , ,0
112,3,5,3,2,0,2,1,0,0,0,2,2,1,0,0,0,1,0,0,0,2,1,0,0,0,2,8,2,3,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,10,2,0,0,0,0,1,4, ,49,20,22, , ,33,34,37,41, , ,1,6,1,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30,32211,10, ,0,3,1, ,1,1, , , ,1, , , , , , , ,1,1,1,1, , , ,1,1,1,1,1,1, , , ,1, , , ,1,1,1,1, , ,1,1,1,1,1,1, , , ,0,0,1,0,1,0,1,0,0,0,1, ,1,1,0,1,1,1, ,0, , , , , , , ,0,0,0,0, , ,1,0,0,0,0,0, , ,0,0,0
119,10,10,5,5,10,10,5,5,10,10,10,3,3,1,1,3,3,2,2,2,2,2,1,1,2,2,10,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4, ,50, , , , , , , , , , ,1,5,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,35,10583,33, ,0,3, , , , ,1, , , , ,1, ,1, , , , , ,1, , , , ,1, , , , , , , ,1, , , , ,1,1, , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0, ,1, ,1,1, , , , ,0, ,0, ,1, , , , , ,0, , , ,0, , , , , , , , , ,0
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , ,2,6,1,4,1, , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,63,92646,5, ,0,2, , , ,1, , , , , , , , , , , , , ,1, , , , , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1, , , ,0, , , , , ,1, , , , , , , , , ,0, , , , , , , , , , , , , ,1
128,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, , ,20,23, , , , , , , , ,2,3,3,3,1, , , , , , , , , , , , , , ,0,0,0,0,0,0,1,2,65,37701,43, ,0, ,4,3, ,1, , ,1,1, , , , ,1, , , ,1,1,1, ,1, , , , , , , , , , , , , , ,1, ,1,1, , , , , , , , , , , ,1,0,0,0,1,0,0,0,0,0,1, ,0,0, , , , , ,0,0, , , ,1, , , ,0,0,0,0, , , , , , , , , , , ,0
136,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,15,0,2,0,0,3,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , ,1,4,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49,7735,31,2,0,9,1, , ,1, , ,1, ,1, , , , , , , ,1,1,1, , ,1, , , , ,1, , , , ,1,1, , , , , , , , ,1, , , , , , , , ,0,0,0,0,0,0,0,0,0,1, ,1,1,1, , , , , ,0,0,0, , , , , , ,0,0,0, ,0, , , , ,0, , , ,1, ,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , ,2,2,3,2,2, , , , , , , , , , , , , , ,0,0,0,0,1,0,0,2,70,44509,36, ,0,2,4, , ,1, , , ,1,1, , , , , , , ,1,1,1,1,1, , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , ,1, ,0, , , , , , ,0,0,0,0, , , , , ,0, , , , , ,1
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , ,2,8,1,5,3, , , , , , , , , , , , , , ,0,0,0,0,1,0,0,1,43,11218,33, ,0,9, , , ,1,1,1,1,1,1,1,1, ,1, , , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1, , , , , , , ,0,0,0,0, ,0, , , , , , , , , , , , , , , , , , ,1
143,5,11,18,17,0,0,40,20,10,12,30,3,6,9,9,0,0,7,9,5,2,6,4,5,0,0,40,30,30,0,0,0,0,15,0,0,40,12,12,0,0,0,0,7,0,30,12,20,0,0,0,0,1,10,0,30,0,0,0,0,40,4,13,50,20, , ,29,32, , , , , ,1,7,1,6,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,26,33139,10, ,0,5,4, , ,1, , ,1, ,1, , ,1, ,1, , ,1,1,1, , ,1, ,1, ,1, , , , , , ,1, ,1,1,1,1, ,1, , ,1,1, , , , , , ,1,0,1,0,1,0,0,0,0,0, ,1,0,0, ,0, ,0, ,0,1,0, ,1, ,0, , ,1,1,0, ,0, ,1, ,1, , , , , ,1,0
147,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4, ,49,20, , , , ,36, , , , , ,1,4,2,2, , , , , , , , , , , , , , ,0,0,0,0,1,0,1,2,19,21804,21, ,0,1, , , ,1, , , , , , , , , , , , , ,1, , , , , , , ,1, , , , , , ,1, , ,1,1,1, , , , , , , ,1, , , , ,0,0,0,0,0,0,0,0,0,1, , , ,0, , , ,0, ,1, , , , , , , , , ,1, , , , , , ,1, , , , , , ,0
151,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,4,2,2,1, , , , , , , , , , , , , , ,1,0,0,0,0,0,0,1,18,98372,48, ,0, ,4,3, , , , , , , , , , , , , , , ,1,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0, , , ,0, ,1, , , ,0, , , , , , , , , ,1,0, , , ,0, , , , , , , , ,0
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,17, ,24, ,29, , , , , , ,1,6,1,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30,35801,1, ,0,98,4, ,1,1, , , ,1, , ,1, , , , , ,1,1,1,1,1, , ,1, , , ,1, , , ,1, , , , ,1, ,1,1, , ,1, , , , , , , ,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0, , , ,1, , ,0, , , , , ,1,0,0,0, , ,0, , , ,0, , , ,1,0
155,0,0,0,0,0,0,0,0,50,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0, , , , , , , , , , , , , ,2,5,2,4,3, , , , , , , , , , , , , , ,0,0,0,0,1,0,0,2,63,52241,13, ,0,3, , ,1, , , ,1,1,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , ,1, ,1,1, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,0, , , , , , ,0,0,0,0,1, , , , ,0, , , ,0, , , , , , , , , , ,0
159,13,6,6,4,5,8,7,5,7,8,16,5,3,5,3,3,5,5,3,4,3,1,2,1,2,2,7,5,6,2,4,2,0,3,8,4,5,3,2,1,1,1,0,1,3,2,1,1,1,2,1,0,1,2,0,6,0,3,0,0,13,2,8,49, , , , , , , , , , ,1,6,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,41,95014,5, ,0,4,4, , ,1, , ,1,1,1, ,1, , ,1, , , ,1,1,1,1, , ,1, , , , , , ,1,1, , ,1,1,1, , , , , , , , , , , , , ,1,0,1,0,0,0,0,0,0,0,1,0, ,1, ,0, , , ,0,1,0,1, , ,1, , , ,0,1,1, , ,0, , , , , , , , ,0
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, , , , , , , , , , , , ,2,1,2,3,1, , , , , , , , , , , , , , ,0,0,0,0,0,1,0,2,47,52730,13, ,0,4,98, , ,1, , , , , , , , , , , , , ,1,1, , , , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1, , , ,0, , , , , ,1, , , , , , , , , ,1,1, , , , , , , , , , , , ,0
171,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, ,16, , , , , , , , , , , ,1,2,3,1, , , , , , , , , , , , , , ,0,0,0,0,0,0,1,2,18,19141,39, ,0, ,4,1,1, , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1, , , ,1, , , , , ,0, , , , , , , , , ,1,0, , , , , , , , , , , , ,0
